20155761,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,Detective Conan : MISSING CONAN EDOGAWA CASE - HIS HISTORY'S WORST TWO DAYS,애니메이션,일본,20150212,야마모토 야스이치로,http://cfile118.uf.daum.net/C110x160/227F764E54BC4F0202E9F6,"사라진 기억! 치밀한 함정! 
사상 최악의 위기에 빠진 코난을 찾아라!

목욕탕에 온 코난은 발이 미끄러져 그대로 기절해 버린다. 쓰러진 코난을 병원에 데려가려고 차에 실은 수상한 두 남자는 어둠의 세계에서 유명한 ‘애드립의 달인 정용해’와 ‘전설의 킬러 이건도’. 목욕탕 탈의실에서 자신들의 정체가 발각되었다고 생각한 나머지 코난을 납치한 것이다. 얼마 후 의식을 찾은 코난은 머리를 심하게 부딪힌 충격으로 기억을 잃어버린 채 의문의 거대한 폭탄테러 음모에 휘말리게 되는데…

표적을 알 수 없는 의문의 폭탄테러! 
마지막까지 방심할 수 없는 사건의 결말은!? ",김선혜,강수진,이현진,이정구
20147790,캡틴 아메리카: 윈터 솔져,Captain America: The Winter Soldier,액션,미국,20140326,조 루소,http://cfile77.uf.daum.net/C110x160/27669247532A9EDB1B4B85,"쉴드가 뚫렸다!
어벤져스를 향한 최악의 위기! 
아무도 믿지 마라! 

어벤져스의 뉴욕 사건 이후 닉 퓨리, 블랙 위도우와 함께 
쉴드의 멤버로 현대 생활에 적응해 살아가는 캡틴 아메리카. 
어느 날, 죽은 줄 알았던 친구 버키가 적 윈터 솔져가 되어 돌아오고
어벤져스를 향한 최악의 위기가 시작된다. 


쉴드(S.H.I.E.L.D)란? 
: Strategic Homeland Intervention, Enforcement and Logistics Division의 약자

설립자 하워드 스타크
설립시기 정확한 시기는 알려지지 않았으나 2차 세계대전 직후로 추정
본부 트리스켈리온, 워싱턴 D.C
_____인공위성과 연결된 일종의 함선 헬리케리어로 전세계간 이동가능
목적 세상의 두려움을 진정시키고 지구의 안보를 강화하는 것

리더 닉 퓨리, 알렉산더 피어스
소속요원 스티브 로저스(캡틴 아메리카), 
_____나타샤 로마노프(블랙 위도우), 
_____클린트 바튼(호크 아이), 필 콜슨, 마리아 힐, 
_____페기 카터, 샤론 카터 등",크리스 에반스,스칼렛 요한슨,세바스찬 스탠,
20147930,나의 사랑 나의 신부,"My Love, My Bride",멜로/로맨스,한국,20141008,임찬상,http://cfile79.uf.daum.net/C110x160/271C5A4D541620B70B0674,"해도 후회, 안 해도 후회? 정말 결혼하면 다 이래?! 4년의 연애 끝에 결혼에 골인한 대한민국 보통 커플, 영민(조정석)과 미영(신민아). 마냥 행복할 줄만 알았던 달콤한 신혼생활도 잠시. 사소한 오해와 마찰들이 생기며 ‘결혼의 꿈’은 하나 둘씩 깨지기 시작하는데…. 이 결혼, 과연 잘 한 걸까? 도대체 말이 안 통하는 철부지 남편 ‘영민’, 사사건건 잔소리만 늘어가는 아내 ‘미영’. 정말 사랑해서 결혼했는데 왜 이렇게 힘든 걸까? 상상하고 꿈꿔 온 결혼, 그 이상의 ‘속’ 깊은 이야기가 펼쳐진다!",신민아,서강준,라미란,윤정희
20147953,론 서바이버,Lone Survivor,액션,미국,20140402,피터 버그,http://cfile79.uf.daum.net/C110x160/275F5947533BB74A255541,"죽일 것인가, 살릴 것인가! 한 순간의 선택이 가져온 외롭고도 처절한 사투! 2005년 6월 28일, 아프가니스탄에서 복무 중인 네이비씰 대원 마커스, 마이클, 대니, 매튜는 미군을 사살한 탈레반 부사령관 ‘샤’를 체포하기 위한 ‘레드윙 작전’에 투입된다. 적진이 잘 보이는 곳에 자리를 잡고 본격적인 임무 수행을 위해 잠복해 있던 중, 산으로 올라온 양치기 소년 일행에게 정체가 발각된다. 완벽한 작전 수행을 위해 이들을 죽일 것인가, 교전 수칙에 의해 살릴 것인가! 윤리와 의무 사이, 선택의 기로에 놓인 대원들은 오랜 논쟁 끝에 이들을 살려주기로 한다. 그러나 이 선택은 그들에게 엄청난 결과를 가져오게 되는데… 이들의 작전을 알게 된 탈레반은 빠르고 집요하게 4명의 네이비씰 대원들을 추격해오고, 본부와 통신이 두절된 네이비씰 대원들은 수적 열세인 상황에서 격전을 벌이게 되는데… 이들은 모두 함께 살아서 돌아올 수 있을까?",마크 월버그,테일러 키취,벤 포스터,에밀 허쉬
20148493,어벤져스: 에이지 오브 울트론,The Avengers: Age of Ultron,액션,미국,,조스 웨던,http://cfile77.uf.daum.net/C110x160/275504395448AAD723270D,"2012년에 개봉한 영화 <어벤져스>의 속편으로 아이언맨이 휴면상태였던 평화유지 프로그램을 가동하려고 하지만 위기에 처하게 되고, 아이언맨, 캡틴 아메리카, 토로, 헐크, 블랙위도우, 호크아이 등 어벤져스 멤버들이 울트론과 전투를 벌인다.",로버트 다우니 주니어,크리스 에반스,크리스 헴스워스,스칼렛 요한슨
20148748,그녀,Her,드라마,미국,20140522,스파이크 존즈,http://cfile79.uf.daum.net/C110x160/273E994B535A12E00958AC,"2014 아카데미 각본상 수상! 2014 골든 글로브 각본상 수상!
올 해 가장 독창적인 로맨스!

‘테오도르’(호아킨 피닉스)는 다른 사람들의 편지를 대신 써주는 대필 작가로, 아내(루니 마라)와 별거 중이다. 타인의 마음을 전해주는 일을 하고 있지만, 정작 자신은 너무 외롭고 공허한 삶을 살고 있다.  그러던 어느 날, 스스로 생각하고 느끼는 인공 지능 운영체제인 ‘사만다’(스칼렛 요한슨)를 만나게 된다. 자신의 말에 귀 기울이고, 이해해주는 ‘사만다’로 인해 조금씩 행복을 되찾기 시작한 ‘테오도르’는 점점 그녀에게 사랑을 느끼게 되는데…",호아킨 피닉스,스칼렛 요한슨,루니 마라,
20148807,엣지 오브 투모로우,Edge of Tomorrow,액션,미국,20140604,더그 라이만,http://cfile116.uf.daum.net/C110x160/27610849537959372EA657,"가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 빌 케이지 (크루즈)는 자살 작전이나 다름없는 작전에 훈련이나 장비를 제대로 갖추지 못한 상태로 배정되고 전투에 참여하자마자 죽음을 맞는다. 하지만 불가능한 일이 일어난다. 그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것. 외계인과의 접촉으로 같은 시간대를 반복해서 겪게 되는 타임 루프에 갇히게 된 것이다.",톰 크루즈,에밀리 블런트,빌 팩스톤,샬롯 라일리
20148846,사도,The Throne,사극,한국,,이준익,http://cfile18.uf.daum.net/C110x160/230AE54B53A3DF6A344B52,"아버지에 의해 뒤주에 갇혀 8일 만에 죽음을 맞이한 사도세자를 재조명해, 영조와 사도세자 그리고 정조에 이르기까지 조선왕조 3대에 걸친 비극을 그려낸 영화",송강호,,,
20148851,암살,Assassination,범죄,한국,,최동훈,http://t1.daumcdn.net/movie/8cebca2d1c06acbfb357581b855771ce721be23c,"1930년대 상하이와 경성을 배경으로 친일파 암살작전을 위해 모인 암살자들과 임시정부요원, 그리고 청부살인업자까지, 조국도 이름도 용서도 없는 이들의 끝을 예측할 수 없는 이야기를 그린 영화.",전지현,이정재,하정우,오달수
20149120,인터스텔라,Interstellar,SF,미국,20141106,크리스토퍼 놀란,http://cfile77.uf.daum.net/C110x160/22158C47542B820F039918,"`우린 답을 찾을 거야, 늘 그랬듯이` 세계 각국의 정부와 경제가 완전히 붕괴된 미래가 다가온다. 지난 20세기에 범한 잘못이 전 세계적인 식량 부족을 불러왔고, NASA도 해체되었다. 이때 시공간에 불가사의한 틈이 열리고, 남은 자들에게는 이 곳을 탐험해 인류를 구해야 하는 임무가 지워진다. 사랑하는 가족들을 뒤로 한 채 인류라는 더 큰 가족을 위해, 그들은 이제 희망을 찾아 우주로 간다. 그리고 우린 답을 찾을 것이다. 늘 그랬듯이…",매튜 매커너히,앤 해서웨이,마이클 케인,제시카 차스테인
20149247,행오버 게임,The Hungover Games,코미디,미국,,조쉬 스톨버그,http://cfile76.uf.daum.net/C110x160/2353FF4A5326A08C3166C1,"죽도록 마신 네 남자, 이번엔 살기 위해 싸워야 한다?! 2213년. 반란이 있었다. 할리우드는 희생양을 내놓아야 했다. 각 구역마다 대중 문화의 중심인 판테온에게 경쟁자를 내보내 죽을 때까지 대중 경기장에서 싸우도록 했다. 이 유혈극의 이름은 ‘행오버 게임’. 게이인 더그의 결혼식을 이틀 앞두고 그의 절친 삼인방 잭과 에드, 브레들리는 환상의 총각파티를 계획한다. 술과 약에 취한 뜨거운 밤을 보내고 눈을 친구들. 더그는 사라지고, 어젯밤 일은 하나도 기억하지 못한다. 더욱 놀라운 사실은 그들이 술에 취해 ‘행오버 게임’에 신청한 것! 잭과 에드, 브레들리는 할리우드 각 구역에서 온 토르, 19곰 테드, 아바타, 장고: 분노의 추적자, 위기의 주부들, 캐리비안의 해적 등 할리우드 인기 영화의 주인공들과 목숨을 건 대결을 펼쳐야하는데… 결혼식까지 앞으로 48시간! 잭과 에드, 브레들리는 과연 이 죽음의 경기에서 살아 남고, 더그를 찾아내 무사히 집으로 돌아갈 수 있을 것인가?",로스 네이선,벤 베글리,허버트 러셀,존 리빙스턴
20149260,매직 오브 벨 아일,The Magic of Belle Isle,코미디,미국,20120706,롭 라이너,http://cfile16.uf.daum.net/C110x160/223AD94E5464BEC4022D8E,"한때는 잘나가는 작가 몬테 와일드혼(모건 프리먼). 사랑하는 부인이 죽고, 무기력하게 살아가며 술에 의지해 하루하루를 살아간다. 어느 여름 벨 아일 호수변에 있는 조카의 별장으로 오게되고, 새로운 이웃 중에 세자매를 둔 여인 오닐(버지니아 매드슨)을 알게된다. 오닐과 가까워지면서 몬테는 다시 삶에 대한 희망을 품게 되고, 닫힌 마음을 열게 되는데…",모건 프리먼,버지니아 매드슨,매들린 캐롤,엠마 퍼만
20149265,기술자들,The Con Artists,범죄,한국,20141224,김홍선,http://cfile18.uf.daum.net/C110x160/2406044A547C2B271E6A8F,"뛰어난 두뇌의 금고털이이자 작전의 설계는 물론 모든 위조에 능한 멀티플레이어 지혁, 절친한 형이자 인력 조달 전문 바람잡이 구인과 함께 어떤 보안 시스템도 순식간에 뚫어버리는 업계 최연소 해커 종배와 손잡고 기막힌 솜씨로 철통 보안을 자랑하는 보석상을 털며 순식간에 업계에 이름을 날린다. 이들을 눈 여겨 본 재계의 검은 손 조사장은 자신이 벌일 큰 판에 지혁 일당을 끌어들인다. 조사장이 설계한 작전은 동북아 최고의 보안 시스템을 자랑하는 인천 세관에 숨겨진 고위층의 검은 돈 1,500억. 주어진 시간은 단 40분. 클래스가 다른 기술자들의 역대급 비즈니스가 지금 시작된다!",김우빈,김영철,고창석,이현우
20149315,아이스 투모로우,Stonados,SF,캐나다,20140618,제이슨 부케,http://cfile17.uf.daum.net/C110x160/231CC23653957732227DD9,"미국 보스턴이 태풍으로 쑥대밭이 됐다! 인류를 구할 지상 최대의 프로젝트! 평화로운 보스턴에 갑자기 하늘에서 플리머스 바위가 떨어졌다. 그 후 계속 심해지는 태풍과 얼어붙은 돌을 쏟아내는 회오리에 보스턴 시내는 엉망이 되고, 아내를 잃고 하버드 교수직을 그만 두고 고등학교 교사로 일하던 조(폴 조한슨)와 그의 대학 동기였던 기상 캐스터 리(세바스찬 스펜스)에게 일생일대의 기회이자 재난이 다가오는데...",폴 조한슨,세바스찬 스펜스,미란다 프리곤,제시카 맥레오드
20149317,가디언즈 오브 갤럭시,Guardians of the Galaxy,액션,미국,20140731,제임스 건,http://cfile77.uf.daum.net/C110x160/2626C24D53CF28D6096E95,"자칭 전설의 무법자 스타로드, 그러나 현실은 우주를 떠도는 그저그런 좀도둑에 불과한 피터 퀼(크리스 프랫). 뜻하지 않게 갤럭시의 절대악 타노스와 로난의 타겟이 된 그는 감옥에서 만난 암살자 가모라(조 샐다나), 거구의 파이터 드랙스(데이브 바티스타), 현상금 사냥꾼 로켓(브래들리 쿠퍼)과 그루트(빈 디젤) 콤비와 불편한 동맹을 맺고 일명 ‘가디언즈 오브 갤럭시’를 결성한다. 범상치 않은 화려한 과거를 지닌 이들이 과연 120억 명의 운명을 구할 유일한 희망이 될 수 있을까? 흩어지면 무법자, 뭉치면 히어로 차원이 다른 마블의 새로운 세계를 목격하라!",크리스 프랫,조 샐다나,제임스 건,빈 디젤
20149372,사보타지,Sabotage,범죄,미국,20140723,데이비드 에이어,http://cfile77.uf.daum.net/C110x160/274E094F53CC127524F964,"오늘 또 한 명의 특수요원이 살해됐다!

마약검거반 특수부대 최정예 팀 브라보!
애틀랜타 거대 마약 조직을 급습하는 위험한 작전 수행 중
거액의 현금이 보관된 금고를 비밀리에 습격하려는 계획을 세우지만
교전 중 팀원 한 명이 사망하고, 빼돌린 천만 달러까지 흔적 없이 사라져 버린다

결국 리더 존 브리쳐(아놀드 슈왈제네거)는 다시 팀원들을 소집하게 되고
팀 브라보의 재결합 축하파티가 열린 그 날 밤
팀원 파이로(맥스 마티니)가 잔인하게 살해 당한다
숨 쉴 틈도 없이 그 이튿날,
또 한 명의 팀원 넥(조쉬 홀로웨이)마저 처참한 주검으로 발견된다

정체 모를 적으로부터 팀원들의 목숨이 위협받는 전대미문의 사건! 
이 사건을 맡은 담당형사 '캐롤라인'은 자신을 적대시 하고 협조하지 않는 
브라보 팀원들로 인해 난항을 겪던 중 
특수요원의 충격적 비밀을 감지하게 되는데...

6인의 최정예 특수요원, 모두가 타겟이자 용의자!
7월, 최강의 범죄 액션 스릴러가 온다!",아놀드 슈왈제네거,샘 워싱턴,,
20149418,둠스데이 지구 최후의 날,Doomsday Prophecy,SF,미국,20140626,닐 마샬,http://cfile189.uf.daum.net/C110x160/1547F910ADCF19BA1C3044,"지구에는 치명적인 바이러스로 인해 버려진 땅이 있다.전세계의 생존을 위협하는 치명적인 바이러스가 발생했다. 온몸에 상처와 출혈을 일으키고 결국엔 장기까지 녹여버리는 이 살인적인 바이러스는 발견된 지 며칠 만에 지구의 수많은 사람들을 감염시켰다. 정부는 이 곳을 “위험지역”으로 선포함과 동시에 바이러스의 확산을 막고자 이 곳과 연결된 모든 도로와 다리, 철도를 봉쇄하고 통행 금지를 목적으로 아무도 침입할 수 없는 철강의 성벽을 세워 격리지역으로 만들었다. 그렇게 이 곳은 지구상에서 버려진 땅, 사람들 기억 속에서 잊혀진 땅이 되었다.그리고 25년 후…지구 최후의 날이 다가오고 있다!런던에서는 치명적인 바이러스가 다시 발생하고 안전국의 국장 빌 넬슨은 위성을 통해 모두가 죽었을 거라 믿었던 격리지역에 생존자가 살아있음을 알게 된다. 생존자가 살아 있다는 것은 바이러스의 치료제가 있다는 것이라고 믿은 빌 넬슨 국장은 이든 소령과 함께 최강의 멤버들로 구성된 부대를 25년간 봉쇄된 격리지역으로 보낸다. 외부와 완전히 차단된 격리지역에서 여전사 이든과 최강의 멤버들은 바이러스가 인류를 지구 최후의 날로 몰아가기 전에 치료제를 찾을 수 있을까? 과연 이든과 최강의 멤버들은 살아 돌아 올 수 있을까?",로나 미트라,밥 호스킨스,애드리언 레스터,대런 몰피트
20149629,비긴 어게인,Begin Again,멜로/로맨스,미국,20140813,존 카니,http://cfile117.uf.daum.net/C110x160/266B403553CCC9321A55A8,"다시 시작해, 너를 빛나게 할 노래를! 싱어송라이터인 ‘그레타’(키이라 나이틀리)는 남자친구 ‘데이브’(애덤 리바인)가 메이저 음반회사와 계약을 하게 되면서 뉴욕으로 오게 된다. 그러나 행복도 잠시, 오랜 연인이자 음악적 파트너로서 함께 노래를 만들고 부르는 것이 좋았던 그레타와 달리 스타가 된 데이브의 마음은 어느새 변해버린다. 스타 음반프로듀서였지만 이제는 해고된 ‘댄’(마크 러팔로)은 미치기 일보직전 들른 뮤직바에서 그레타의 자작곡을 듣게 되고 아직 녹슬지 않은 촉을 살려 음반제작을 제안한다. 거리 밴드를 결성한 그들은 뉴욕의 거리를 스튜디오 삼아 진짜로 부르고 싶었던 노래를 만들어가는데…",키이라 나이틀리,마크 러팔로,애덤 리바인,헤일리 스타인펠드
